tick,local_x,local_y,local_z,drift_m,slip_m,on_bus_support,below_depth_m
313,0.0007,-4.4563,36.4964,36.2023,0.4485,0,3.8563
314,0.0007,-4.4563,36.4964,36.2023,0.0000,0,3.8563
315,0.0001,-4.7686,36.8510,36.5892,0.4726,0,4.1686
316,0.0001,-4.7686,36.8510,36.5892,0.0000,0,4.1686
317,-0.0007,-5.1188,37.2019,36.9790,0.4957,0,4.5188
318,-0.0007,-5.1188,37.2019,36.9790,0.0000,0,4.5188
319,-0.0016,-5.4989,37.5495,37.3720,0.5151,0,4.8989
320,-0.0016,-5.4989,37.5495,37.3720,0.0000,0,4.8989
321,-0.0024,-5.9014,37.8944,37.7683,0.5301,0,5.3014
322,-0.0024,-5.9014,37.8944,37.7683,0.0000,0,5.3014
323,-0.0032,-6.3202,38.2372,38.1683,0.5412,0,5.7202
324,-0.0032,-6.3202,38.2372,38.1683,0.0000,0,5.7202
325,-0.0039,-6.7507,38.5784,38.5719,0.5492,0,6.1507
326,-0.0039,-6.7507,38.5784,38.5719,0.0000,0,6.1507
327,-0.0044,-7.1898,38.9182,38.9792,0.5552,0,6.5898
328,-0.0044,-7.1898,38.9182,38.9792,0.0000,0,6.5898
329,-0.0047,-7.6361,39.2567,39.3902,0.5601,0,7.0361
330,-0.0047,-7.6361,39.2567,39.3902,0.0000,0,7.0361
331,-0.0046,-8.0606,39.5992,39.8046,0.5455,0,7.4606
332,-0.0046,-8.0606,39.5992,39.8046,0.0000,0,7.4606
333,-0.0034,-8.3655,39.9653,40.2220,0.4764,0,7.7655
334,-0.0034,-8.3655,39.9653,40.2220,0.0000,0,7.7655
335,-0.0016,-8.5548,40.3561,40.6422,0.4343,0,7.9548
336,-0.0016,-8.5548,40.3561,40.6422,0.0000,0,7.9548
337,0.0006,-8.6378,40.7708,41.0652,0.4229,0,8.0378
338,0.0006,-8.6378,40.7708,41.0652,0.0000,0,8.0378
339,0.0030,-8.6220,41.2079,41.4907,0.4373,0,8.0220
340,0.0030,-8.6220,41.2079,41.4907,0.0000,0,8.0220
341,0.0053,-8.5227,41.6636,41.9191,0.4664,0,7.9227
342,0.0053,-8.5227,41.6636,41.9191,0.0000,0,7.9227
343,0.0069,-8.3756,42.1305,42.3505,0.4896,0,7.7756
344,0.0069,-8.3756,42.1305,42.3505,0.0000,0,7.7756
345,0.0079,-8.2120,42.6027,42.7853,0.4997,0,7.6120
346,0.0079,-8.2120,42.6027,42.7853,0.0000,0,7.6120
347,0.0081,-8.0548,43.0760,43.2237,0.4987,0,7.4548
348,0.0081,-8.0548,43.0760,43.2237,0.0000,0,7.4548
349,0.0077,-7.9189,43.5482,43.6659,0.4914,0,7.3189
350,0.0077,-7.9189,43.5482,43.6659,0.0000,0,7.3189
351,0.0068,-7.8123,44.0186,44.1121,0.4823,0,7.2123
352,0.0068,-7.8123,44.0186,44.1121,0.0000,0,7.2123
353,0.0056,-7.7370,44.4871,44.5624,0.4746,0,7.1370
354,0.0056,-7.7370,44.4871,44.5624,0.0000,0,7.1370
355,0.0108,-7.3145,44.9975,45.0013,0.6626,0,6.7145
356,0.0108,-7.3145,44.9975,45.0013,0.0000,0,6.7145
357,0.0116,-6.7811,45.5163,45.4386,0.7441,0,6.1811
358,0.0116,-6.7811,45.5163,45.4386,0.0000,0,6.1811
359,0.0119,-6.2609,46.0290,45.8796,0.7304,0,5.6609
360,0.0119,-6.2609,46.0290,45.8796,0.0000,0,5.6609
361,0.0118,-5.7482,46.5372,46.3241,0.7219,0,5.1482
362,0.0118,-5.7482,46.5372,46.3241,0.0000,0,5.1482
363,0.0115,-5.2365,47.0416,46.7720,0.7186,0,4.6365
364,0.0115,-5.2365,47.0416,46.7720,0.0000,0,4.6365
365,0.0111,-4.7197,47.5431,47.2231,0.7201,0,4.1197
366,0.0111,-4.7197,47.5431,47.2231,0.0000,0,4.1197
367,0.0108,-4.1924,48.0418,47.6773,0.7258,0,3.5924
368,0.0108,-4.1924,48.0418,47.6773,0.0000,0,3.5924
369,0.0104,-3.6506,48.5379,48.1346,0.7347,0,3.0506
370,0.0104,-3.6506,48.5379,48.1346,0.0000,0,3.0506
371,0.0100,-3.0910,49.0310,48.5949,0.7459,0,2.4910
372,0.0100,-3.0910,49.0310,48.5949,0.0000,0,2.4910
373,0.0096,-2.5117,49.5207,49.0580,0.7586,0,1.9117
374,0.0096,-2.5117,49.5207,49.0580,0.0000,0,1.9117
375,0.0092,-1.9118,50.0066,49.5240,0.7720,0,1.3118
376,0.0092,-1.9118,50.0066,49.5240,0.0000,0,1.3118
377,0.0088,-1.2911,50.4880,49.9928,0.7855,0,0.6911
378,0.0088,-1.2911,50.4880,49.9928,0.0000,0,0.6911
379,0.0082,-0.6923,50.9642,50.4643,0.7650,0,0.0923
380,0.0082,-0.6923,50.9642,50.4643,0.0000,0,0.0923
381,0.0066,-0.3171,51.4372,50.9380,0.6038,0,0.0000
