tick,utc_us,local_x,local_y,local_z,slip_m,bus_support,bus_x,bus_y,bus_z,snapshots_received,source_s,playback_s,bus_write_m,inside_hull,cargo_contact,cargo_contact_previous_three,slip_eligible,push_active,cargo_history_complete
17195,1789626305113000,-0.143501282,-0.597214699,-0.695949554,0.033353273,1,-62.110801697,0.947813094,-72.655609131,0,289.116666667,0.000000000,0.000000000,1,0,0,1,0,1
17196,1789626305130000,-0.144645691,-0.597244263,-0.729278564,0.033348665,1,-61.940769196,0.947173834,-73.021308899,0,289.133333333,0.000000000,0.000000000,1,0,0,1,0,1
17197,1789626305147000,-0.145828247,-0.597274780,-0.762607574,0.033349995,1,-61.766609192,0.946672916,-73.384811401,0,289.150000000,0.000000000,0.000000000,1,0,0,1,0,1
17198,1789626305163000,-0.146911621,-0.597308159,-0.795928955,0.033339005,1,-61.588394165,0.946316838,-73.746101379,0,289.166666667,0.000000000,0.000000000,1,0,0,1,0,1
17199,1789626305180000,-0.147834778,-0.597343445,-0.829254150,0.033337999,1,-61.406200409,0.946107388,-74.105155945,0,289.183333333,0.000000000,0.000000000,1,0,0,1,0,1
17200,1789626305197000,-0.148666382,-0.597380638,-0.862564087,0.033320338,1,-61.220081329,0.946042180,-74.461959839,0,289.200000000,0.000000000,0.000000000,1,0,0,1,0,1
17201,1789626305213000,-0.149375916,-0.597418785,-0.895866394,0.033309884,1,-61.030097961,0.946115553,-74.816490173,0,289.216666667,0.000000000,0.000000000,1,0,0,1,0,1
17202,1789626305230000,-0.149963379,-0.597456932,-0.929172516,0.033311322,1,-60.836303711,0.946318746,-75.168701172,0,289.233333333,0.000000000,0.000000000,1,0,0,1,0,1
17203,1789626305247000,-0.150436401,-0.597495079,-0.962451935,0.033282802,1,-60.638740540,0.946640491,-75.518585205,0,289.250000000,0.000000000,0.000000000,1,0,0,1,0,1
17204,1789626305263000,-0.150787354,-0.597534180,-0.995750427,0.033300363,1,-60.437450409,0.947068095,-75.866088867,0,289.266666667,0.000000000,0.000000000,1,0,0,1,0,1
17205,1789626305280000,-0.151031494,-0.597572803,-1.029037476,0.033287965,1,-60.232471466,0.947587371,-76.211189270,0,289.283333333,0.000000000,0.000000000,1,0,0,1,0,1
17206,1789626305296000,-0.151168823,-0.597609043,-1.062305450,0.033268277,1,-60.023838043,0.948183358,-76.553855896,0,289.300000000,0.000000000,0.000000000,1,0,0,1,0,1
17207,1789626305313000,-0.151176453,-0.597644806,-1.095565796,0.033260364,1,-59.811584473,0.948840797,-76.894042969,0,289.316666667,0.000000000,0.000000000,1,0,0,1,0,1
17208,1789626305331000,-0.151069641,-0.597679138,-1.128814697,0.033249091,1,-59.595741272,0.949544311,-77.231712341,0,289.333333333,0.000000000,0.000000000,1,0,0,1,0,1
17209,1789626305347000,-0.150848389,-0.597708702,-1.162044525,0.033230577,1,-59.376338959,0.950278699,-77.566825867,0,289.350000000,0.000000000,0.000000000,1,0,0,1,0,1
17210,1789626305363000,-0.150505066,-0.597737789,-1.195285797,0.033243056,1,-59.153400421,0.951029539,-77.899330139,0,289.366666667,0.000000000,0.000000000,1,0,0,1,0,1
17211,1789626305379000,-0.150054932,-0.597764015,-1.228500366,0.033217628,1,-58.926956177,0.951783061,-78.229187012,0,289.383333333,0.000000000,0.000000000,1,0,0,1,0,1
17212,1789626305397000,-0.149475098,-0.597787380,-1.261695862,0.033200566,1,-58.697025299,0.952526331,-78.556350708,0,289.400000000,0.000000000,0.000000000,1,0,0,1,0,1
17213,1789626305413000,-0.148773193,-0.597807407,-1.294895172,0.033206735,1,-58.463638306,0.953247905,-78.880775452,0,289.416666667,0.000000000,0.000000000,1,0,0,1,0,1
17214,1789626305430000,-0.147949219,-0.597823143,-1.328056335,0.033171400,1,-58.226814270,0.953936636,-79.202407837,0,289.433333333,0.000000000,0.000000000,1,0,0,1,0,1
17215,1789626305446000,-0.146987915,-0.597836971,-1.361217499,0.033175096,1,-57.986579895,0.954583526,-79.521202087,0,289.450000000,0.000000000,0.000000000,1,0,0,1,0,1
17216,1789626305463000,-0.145919800,-0.597847939,-1.394348145,0.033147860,1,-57.742946625,0.955180168,-79.837112427,0,289.466666667,0.000000000,0.000000000,1,0,0,1,0,1
17217,1789626305480000,-0.144699097,-0.597856522,-1.427474976,0.033149317,1,-57.495944977,0.955719709,-80.150070190,0,289.483333333,0.000000000,0.000000000,1,0,0,1,0,1
17218,1789626305496000,-0.143356323,-0.597860336,-1.460586548,0.033138789,1,-57.245586395,0.956196308,-80.460021973,0,289.500000000,0.000000000,0.000000000,1,0,0,1,0,1
17219,1789626305514000,-0.141868591,-0.597861767,-1.493656158,0.033103060,1,-56.991893768,0.956605315,-80.766914368,0,289.516666667,0.000000000,0.000000000,1,0,0,1,0,1
17220,1789626305530000,-0.140235901,-0.597860336,-1.526725769,0.033109888,1,-56.734886169,0.956943154,-81.070678711,0,289.533333333,0.000000000,0.000000000,1,0,0,1,0,1
17221,1789626305547000,-0.138442993,-0.597854137,-1.559764862,0.033087704,1,-56.474582672,0.957207203,-81.371246338,0,289.550000000,0.000000000,0.000000000,1,0,0,1,0,1
17222,1789626305563000,-0.136520386,-0.597845078,-1.592773438,0.033064522,1,-56.210990906,0.957395613,-81.668556213,0,289.566666667,0.000000000,0.000000000,1,0,0,1,0,1
17223,1789626305580000,-0.134407043,-0.597833157,-1.625755310,0.033049513,1,-55.944133759,0.957507491,-81.962532043,0,289.583333333,0.000000000,0.000000000,1,0,0,1,0,1
17224,1789626305596000,-0.132148743,-0.597819328,-1.658714294,0.033036266,1,-55.674022675,0.957542539,-82.253097534,0,289.600000000,0.000000000,0.000000000,1,0,0,1,0,1
17225,1789626305614000,-0.129684448,-0.597802162,-1.691627502,0.033005338,1,-55.400672913,0.957500815,-82.540176392,0,289.616666667,0.000000000,0.000000000,1,0,0,1,0,1
17226,1789626305630000,-0.127052307,-0.597781181,-1.724498749,0.032976467,1,-55.124092102,0.957382917,-82.823669434,0,289.633333333,0.000000000,0.000000000,1,0,0,1,0,1
